incident_type,description_length,has_media,upvotes,flags,duplicate_score,injuries_reported,people_involved,distance_to_responder,near_sensitive_location,time_of_day,priority_score
infrastructure_failure,74,1,2,0,0.3899980283837555,0,3,9.551590667182126,1,night,31
road_accident,57,1,3,0,0.2123922316310935,0,1,1.0427480165031504,0,evening,40
road_accident,70,1,1,0,0.374635428803354,0,1,0.8491416772983151,0,night,41
flood,110,1,0,2,0.5186301708165091,0,1,4.6638358597626395,0,morning,5
gas_leak,84,1,1,0,0.4007840029571381,0,7,2.0360013473320278,0,morning,65
fire,99,1,4,0,0.0870835797287655,1,6,4.667246529983015,0,evening,84
fire,61,0,3,0,0.386514468990544,0,5,6.878030589855953,0,morning,51
gas_leak,37,1,4,0,0.3139570882469679,0,6,2.2795437849779656,1,afternoon,70
medical_emergency,57,1,2,1,0.1911747186491534,1,7,3.147207821701372,0,evening,76
gas_leak,48,1,1,0,0.4207559896160664,0,5,7.480932820740935,0,morning,36
medical_emergency,25,1,1,0,0.039580669980784855,1,5,3.3639518152864967,0,afternoon,72
fire,26,0,5,1,0.14087306514610393,0,1,3.8175556280527267,0,afternoon,46
power_outage,67,0,3,0,0.0,0,1,3.7070733891364074,0,night,32
violence,27,0,1,0,0.0,0,2,3.263819460429164,1,evening,59
flood,106,0,3,0,0.15020554355093962,0,5,4.491961025467533,1,afternoon,25
violence,85,1,1,1,0.009450093704744172,0,6,4.7313410393051285,0,night,54
gas_leak,113,1,1,0,0.29559738841122934,0,4,7.069496349982231,0,evening,44
fire,75,1,1,0,0.13250646596939727,0,6,3.7406967178441284,1,afternoon,68
violence,79,0,2,0,0.02180759734063753,0,3,3.422983257986281,0,evening,45
road_accident,32,0,1,0,0.6506833209083793,1,2,3.8285996609966158,0,evening,57
infrastructure_failure,101,1,3,1,0.4146923297749546,0,6,0.7326900570004464,1,night,48
infrastructure_failure,109,0,2,1,0.32458151091592835,1,5,3.0518003183084836,0,evening,58
flood,103,0,2,0,0.42957033283982266,0,1,3.166228246130096,1,morning,23
infrastructure_failure,43,0,2,0,0.3201789426764462,1,7,3.6599941802872324,0,evening,53
flood,69,0,2,0,0.2763320350733212,1,2,3.5867835061296267,0,evening,35
medical_emergency,96,1,1,0,0.2194401339104546,0,5,2.262333999217163,0,afternoon,49
gas_leak,88,1,3,0,0.4195479349802348,0,3,5.251403953196851,1,night,68
power_outage,41,1,1,0,0.1780297162181701,0,5,0.49085796583793195,0,evening,43
infrastructure_failure,40,1,2,0,0.22295763098669186,0,1,3.0090234227584753,0,evening,28
medical_emergency,77,1,4,0,0.11831735267046493,0,7,4.923988470169074,0,afternoon,49
road_accident,93,0,2,0,0.0,1,3,3.851435407511639,0,night,62
infrastructure_failure,63,0,3,0,0.0,1,5,5.499711624301889,0,morning,48
power_outage,23,1,1,1,0.5077690734938597,0,3,3.1288112079660055,0,evening,34
medical_emergency,88,0,6,0,0.21235466871698877,1,7,1.4448750311627427,0,night,93
infrastructure_failure,104,0,0,0,0.08597396136135396,0,6,4.9616525753183796,0,afternoon,23
flood,74,1,4,0,0.27417964898365155,0,1,6.954289114275365,0,night,22
medical_emergency,67,0,7,1,0.29244231692360845,1,3,7.607481639384701,0,morning,56
medical_emergency,78,0,3,0,0.0722379813979637,0,1,1.5558454916854396,0,evening,50
road_accident,52,1,1,0,0.0912498314031462,0,2,0.456382473977595,0,evening,55
power_outage,62,0,0,0,0.0,0,4,4.202954275722502,0,morning,31
medical_emergency,27,0,2,1,0.2686239679660531,1,4,3.200959962317312,0,morning,60
gas_leak,73,1,3,1,0.21986639420904475,0,7,2.2330602325916935,1,evening,57
fire,87,1,6,0,0.13348444767385526,0,7,3.4084613929916663,0,morning,60
infrastructure_failure,70,1,1,0,0.6321340945026773,0,6,3.2436771676366396,0,night,44
violence,107,1,4,0,0.15272128634308982,0,4,2.7599487200955,0,morning,52
gas_leak,107,1,1,0,0.18156408211694366,0,2,5.452508728310931,0,evening,54
fire,58,0,1,0,0.2682475613707024,0,5,6.206488786431732,0,afternoon,56
violence,22,0,2,0,0.4514475690840143,0,7,4.191854839463491,0,evening,59
infrastructure_failure,117,1,4,0,0.20887549967364008,0,1,5.191447287131573,0,morning,25
road_accident,70,1,5,0,0.2978221629717391,0,2,4.749827051283021,0,night,43
violence,61,1,1,1,0.5462202430684916,0,4,1.7958470659591197,0,morning,39
infrastructure_failure,13,0,2,0,0.2531773661099207,0,1,4.813096798363378,0,evening,17
medical_emergency,64,1,2,0,0.06312472403395278,0,5,3.2211807212710064,0,afternoon,63
medical_emergency,92,0,0,0,0.10362406207999723,0,7,3.3260518478979764,0,night,54
flood,17,1,2,0,0.15026246567723942,0,3,1.704716630132602,0,morning,35
gas_leak,12,1,3,0,0.6947560882070998,0,2,5.421982704563966,0,night,47
infrastructure_failure,89,1,0,1,0.24310810426030033,0,3,4.379228031921729,0,morning,13
gas_leak,57,0,4,1,0.23262520926836908,0,7,1.4079963946880896,1,evening,74
power_outage,33,0,1,1,0.0,0,3,3.181209926020851,1,evening,34
gas_leak,87,1,0,0,0.22268009342793213,0,5,2.6037609917600157,1,morning,74
medical_emergency,63,1,0,0,0.1628975886945246,0,1,5.172708125769687,0,morning,37
medical_emergency,90,1,4,1,0.0,0,5,3.209227417582382,0,afternoon,59
medical_emergency,112,0,3,1,0.0782765825163637,1,4,1.0923974453896843,0,night,71
medical_emergency,42,1,2,0,0.19411574293978345,1,4,2.1631780401783605,0,evening,82
infrastructure_failure,38,1,2,0,0.1492755714763897,0,7,3.716696365654298,1,evening,51
flood,56,1,4,1,0.0,0,1,2.3674781151875677,0,night,33
gas_leak,44,0,2,1,0.0,1,2,3.7471065640335874,1,night,71
infrastructure_failure,62,1,1,0,0.09129977918195857,0,5,6.011583501524877,1,night,40
medical_emergency,110,1,1,0,0.008096011134804126,1,2,3.634667217068461,0,morning,69
road_accident,56,1,2,1,0.21293554960250005,0,4,3.148184749762031,1,morning,59
violence,77,1,4,0,0.2438583002664886,1,7,1.1015415050412543,1,afternoon,93
gas_leak,77,0,2,0,0.35440739147626155,0,3,7.51168123245877,0,evening,40
gas_leak,76,0,6,0,0.39711059596664944,0,2,5.324424609536951,1,morning,55
road_accident,76,1,0,0,0.0,0,6,2.3613106845741987,0,evening,58
road_accident,31,0,1,0,0.4583157318600024,0,3,2.7359349642927455,0,evening,50
gas_leak,25,0,1,0,0.2121330596308045,0,5,3.861448483815252,1,night,77
power_outage,80,0,4,0,0.0,0,1,1.5151810309612346,0,evening,26
violence,62,0,1,0,0.0,0,4,2.828414684796779,0,evening,47
power_outage,86,1,2,1,0.4740135614020069,0,4,3.6688153251763254,0,morning,28
violence,108,1,2,0,0.375158280982713,1,6,5.610092446716054,0,evening,75
fire,73,1,0,0,0.07114762256098431,1,3,1.7081613482208193,0,evening,74
infrastructure_failure,75,1,1,1,0.05734577951926176,0,3,3.0063593582390595,0,evening,36
power_outage,88,1,1,1,0.09975281461670688,0,4,2.0479296952031794,0,night,34
violence,20,0,1,1,0.1806923421540305,1,7,3.853945642581892,1,night,71
road_accident,63,0,0,0,0.5224277115507272,0,5,3.824172800915138,0,morning,33
flood,78,1,1,0,0.5145277447477832,0,6,2.9520419417633104,0,evening,26
gas_leak,59,1,3,0,0.24978813779201253,0,6,6.130057431816054,0,evening,57
medical_emergency,61,1,2,0,0.3361732577373846,1,3,2.3991506017350446,0,afternoon,75
medical_emergency,116,1,2,1,0.0,1,3,5.85638277760167,0,night,68
gas_leak,46,1,3,1,0.1272148413157959,1,2,3.009805460616699,1,evening,86
fire,73,1,1,0,0.0,1,1,1.1845438306078915,0,night,81
road_accident,81,1,3,0,0.3929473757381235,1,7,3.8109777585352522,0,evening,73
medical_emergency,10,1,1,1,0.315156699520804,1,2,2.949871397257825,0,afternoon,72
gas_leak,59,0,0,0,0.004510175218744528,0,5,3.7254662127480564,0,afternoon,47
gas_leak,71,0,2,0,0.25595447434306606,0,2,0.02691455581342339,0,night,60
gas_leak,87,0,2,0,0.0,0,6,4.557638075489565,1,night,78
gas_leak,104,1,1,0,0.42817727201383526,1,1,4.13520160662164,0,afternoon,61
road_accident,34,0,2,0,0.2883647628067987,1,5,4.342780745498602,1,evening,72
medical_emergency,27,1,3,0,0.30312532714322826,0,3,5.7548846235602795,1,afternoon,63
road_accident,84,0,2,0,0.0,0,6,2.4052615935628534,0,evening,57
flood,75,0,2,0,0.46403719222784356,0,3,4.686416991937488,0,afternoon,16
medical_emergency,39,1,2,1,0.19194579474392304,0,7,4.575345294158626,1,afternoon,55
medical_emergency,87,0,1,1,0.35020868972682817,1,1,0.5447728694774243,0,morning,57
infrastructure_failure,107,0,1,0,0.26192970588142395,0,5,0.7007310501485189,0,night,31
flood,55,1,2,0,0.010720516479449493,0,5,2.343562577015805,0,evening,36
violence,39,1,3,0,0.3429742037558612,1,5,1.5519200495067338,1,afternoon,84
road_accident,13,0,2,0,0.11935390530193206,1,1,1.2896663807605977,0,morning,59
medical_emergency,65,1,3,0,0.14591612923027336,1,3,2.962581932491625,0,afternoon,77
road_accident,83,1,4,1,0.09264594656560168,0,1,2.8418001006596443,1,afternoon,47
road_accident,68,1,1,2,0.0538974019415728,0,4,2.2539318993276085,0,afternoon,47
violence,77,0,2,0,0.20003987295146,1,2,7.133189626605536,0,night,61
infrastructure_failure,114,1,3,0,0.26525766262455897,1,4,2.7406376480104475,0,evening,60
violence,34,1,2,0,0.2277074347578209,0,1,4.641879371709178,0,afternoon,36
flood,76,0,2,0,0.2015774272793661,0,3,1.7422995013411404,0,night,18
gas_leak,45,0,2,0,0.0,0,3,2.73111703496511,0,afternoon,54
road_accident,57,1,3,0,0.46402839495285836,0,6,2.8063473583705263,1,evening,62
gas_leak,109,1,1,1,0.08449997237653119,0,1,7.163774218771769,0,morning,43
fire,89,1,2,1,0.0,0,4,5.771624987177914,0,evening,63
road_accident,56,1,5,0,0.16331183747829678,0,3,4.923616465272776,1,afternoon,49
flood,45,0,3,0,0.0,0,2,5.2353269628800625,1,afternoon,30
road_accident,10,1,1,0,0.4177908665405681,1,6,5.925036624844134,1,morning,69
infrastructure_failure,67,0,1,0,0.30665545531719707,0,3,4.0050125085753905,0,evening,23
flood,92,1,0,0,0.2683708764311314,0,3,3.2081426841898963,0,morning,19
medical_emergency,42,1,3,0,0.19965698606202373,1,6,1.8449839900666467,0,morning,85
gas_leak,95,0,0,0,0.31276389651996556,0,7,4.383935240732976,0,afternoon,42
violence,103,0,2,0,0.21760639275679533,1,6,4.4613143658588665,1,morning,75
violence,97,0,3,0,0.12584542355965495,0,1,0.4230872588243546,0,morning,40
road_accident,63,0,1,0,0.24778327870923092,1,1,6.4397837929289095,0,morning,48
flood,68,0,6,0,0.23953612885094816,0,2,2.8166647872209385,0,afternoon,28
power_outage,32,1,1,0,0.0,0,2,0.4418047236344953,0,afternoon,31
violence,78,1,4,0,0.2997753159723694,0,6,5.617316098222766,0,morning,44
flood,89,1,0,0,0.40835957450155613,0,4,4.996474002986211,0,morning,19
gas_leak,56,1,2,0,0.3976675449926128,0,4,2.6644148353328077,1,afternoon,52
violence,45,1,2,0,0.21673626437529375,0,7,6.573477847063787,0,evening,58
medical_emergency,74,1,1,1,0.2934312002488866,0,3,1.349555798734781,0,evening,51
infrastructure_failure,28,1,2,0,0.27479913346536156,0,2,4.185064143810047,0,morning,14
road_accident,22,0,2,1,0.0,0,3,5.228300486363666,0,night,38
violence,113,1,1,0,0.1571324716921056,1,6,3.6177893873541027,0,afternoon,77
gas_leak,79,1,4,1,0.14617910682515733,0,2,2.3798309061650826,0,afternoon,45
medical_emergency,109,0,1,0,0.1328117157305635,0,6,3.607226138863289,1,evening,55
fire,78,1,1,0,0.48881136442977224,0,4,1.1732751582731584,0,night,70
power_outage,86,0,0,0,0.25494376277564357,0,2,5.603062446681602,0,evening,17
power_outage,83,1,5,0,0.3647089968804902,0,7,3.3103878612001605,1,afternoon,45
gas_leak,103,1,5,1,0.0930591865121628,1,2,6.548736729191576,1,evening,82
fire,94,1,0,0,0.1549804773807814,0,5,2.341591519274315,0,night,62
violence,53,0,2,0,0.25562853974587774,0,7,3.6047662439174903,0,afternoon,44
infrastructure_failure,100,1,3,0,0.2516193402288655,0,7,3.176148386891686,0,morning,32
infrastructure_failure,19,0,1,0,0.15501744904199632,0,4,3.2474350527300597,1,night,42
road_accident,11,0,1,1,0.12372325723591343,0,4,2.502488961555521,1,morning,44
violence,100,0,0,0,0.2547701104938556,1,4,3.625659249212585,1,evening,75
flood,100,1,6,0,0.16653359342922128,0,7,0.01866847682748496,0,night,57
power_outage,119,1,3,0,0.4135965456010683,1,5,5.108201378928059,0,evening,57
infrastructure_failure,44,1,1,0,0.4922992987060074,0,3,4.342970017469581,1,morning,41
violence,100,0,2,0,0.03295766581611076,0,4,4.444191863724997,0,evening,52
power_outage,24,0,1,1,0.0893501376922567,0,6,2.1616403533042305,0,morning,31
power_outage,89,0,2,0,0.13837490565343816,0,6,0.906368319143684,0,morning,33
road_accident,53,1,5,0,0.21520402155019056,0,7,1.1476401137388237,0,night,72
infrastructure_failure,53,1,1,0,0.0,1,6,0.5056726111644361,0,evening,63
infrastructure_failure,66,0,1,0,0.06196447315918058,0,4,3.649758992346966,1,morning,28
fire,89,0,2,0,0.32946517694996,0,7,4.042787055136934,0,afternoon,44
power_outage,62,0,2,0,0.23070778300331424,0,2,2.7088586507208774,0,evening,24
flood,20,0,2,0,0.18746597840598053,0,1,4.569285099614047,1,afternoon,13
medical_emergency,38,1,0,0,0.2657891365564007,1,4,5.684429595741591,0,morning,62
medical_emergency,82,1,2,0,0.08137293052004392,0,1,2.6203895304904092,1,morning,63
gas_leak,64,1,1,0,0.2576777227304177,0,6,3.684886259909709,1,afternoon,66
road_accident,117,0,3,0,0.0,0,2,4.4676167754683815,1,morning,38
gas_leak,96,1,2,1,0.25901692728199227,0,1,1.727649765963288,0,afternoon,34
power_outage,89,0,2,0,0.5660805468337691,1,6,2.6883332341307833,0,night,53
road_accident,55,0,2,0,0.27841962196226033,0,5,4.86417599658194,1,evening,55
gas_leak,50,0,1,0,0.3633477655198649,0,1,5.093579924784494,0,morning,34
fire,97,0,0,1,0.10749788720320824,0,1,0.8623069244134727,0,afternoon,41
infrastructure_failure,59,0,2,0,0.0,0,6,1.8828394360198126,0,afternoon,44
gas_leak,38,0,2,0,0.3351571002922398,0,1,4.939748259632367,0,afternoon,36
gas_leak,111,0,1,1,0.03914938970191034,0,1,1.3752782076992895,0,night,44
fire,95,1,2,0,0.2830214888455983,0,5,4.13550288344331,0,afternoon,53
road_accident,31,1,1,0,0.31904650337350654,0,4,4.294255319314062,1,afternoon,58
medical_emergency,17,1,3,0,0.30976923397942874,1,3,1.0751932209434871,1,night,97
infrastructure_failure,117,0,2,0,0.005680925904902712,0,3,2.4407862916280845,1,night,33
road_accident,50,1,0,0,0.3544217885524418,1,5,4.7178529683491455,0,night,71
flood,97,1,0,1,0.055716691145837854,0,3,7.696055240138418,1,evening,20
power_outage,11,1,1,1,0.022798010636462585,1,7,2.507204831955034,0,morning,46
medical_emergency,29,0,3,2,0.16713346199941187,0,7,0.04094616277815488,0,evening,56
flood,48,1,4,0,0.107743860083621,1,3,1.7366393017700084,0,evening,66
gas_leak,36,1,2,0,0.6909247464337098,0,5,5.6993725671839695,0,evening,47
medical_emergency,68,1,2,1,0.23016261904417826,0,5,6.056971114512468,0,afternoon,40
violence,71,0,1,0,0.35605030986390573,0,1,3.0814701422909256,1,evening,38
flood,9,1,1,0,0.389268649326564,0,3,4.7526050209063015,0,morning,23
flood,22,1,2,0,0.3331415842612101,1,6,5.176733770034473,0,night,52
power_outage,89,0,0,0,0.3199027642575019,0,7,0.11490858316769836,0,afternoon,22
gas_leak,111,1,2,0,0.0,0,7,0.39567497165461996,0,afternoon,73
flood,73,1,0,0,0.045607001458339985,1,7,0.03738873361231754,0,afternoon,57
road_accident,112,0,2,0,0.07583861835510387,0,2,1.8187890693967377,0,morning,46
medical_emergency,74,1,2,0,0.0,1,7,5.211539199626616,0,evening,87
road_accident,93,1,1,0,0.31824341821292124,0,2,0.6088243299693583,0,afternoon,50
road_accident,117,0,0,0,0.23752607596375036,0,5,4.8192310272090975,0,afternoon,42
power_outage,83,1,1,0,0.16006011116739166,1,3,3.276571951920386,0,afternoon,43
power_outage,73,0,1,1,0.0,0,7,2.9083843716648365,0,night,38
road_accident,15,0,1,0,0.09508039015231375,0,1,3.1263248131089925,0,afternoon,44
gas_leak,30,0,4,1,0.0,0,3,5.62800054513571,1,night,67
flood,90,1,3,0,0.0,0,6,1.5221140633317205,0,evening,46
violence,68,0,2,1,0.3785590687803745,1,2,2.6937264438282558,0,morning,50
infrastructure_failure,100,0,3,0,0.17448364027504307,0,3,6.681249610124241,0,night,16
flood,16,1,2,0,0.4013538201477581,0,5,3.5286954236292947,1,morning,44
medical_emergency,112,0,1,2,0.047053406434809264,1,7,1.177593122443088,0,evening,74
violence,80,0,3,0,0.22980973074205385,0,4,9.231666866993086,0,afternoon,30
violence,23,1,2,0,0.3149618851784542,0,1,2.886040862245818,1,night,45
infrastructure_failure,34,0,3,0,0.19949850007995779,1,7,2.327201115565167,1,afternoon,60
flood,94,0,1,0,0.20260062980340612,0,5,7.115791320065164,0,night,25
violence,48,1,0,0,0.0,0,3,5.585785652359398,1,evening,66
road_accident,38,1,1,0,0.1793636275679934,0,5,0.3241745247958039,0,morning,59
road_accident,99,1,3,0,0.23308388713881734,1,4,2.588342457676488,0,afternoon,70
infrastructure_failure,78,0,0,0,0.47992009147567405,0,1,4.358805627669827,1,night,23
power_outage,59,1,4,1,0.26325320039161093,0,6,2.465842700904859,0,afternoon,43
power_outage,22,1,2,1,0.45730248370378823,0,4,4.089820074767517,0,afternoon,37
road_accident,95,0,3,1,0.0,0,2,2.8498949630272152,1,morning,44
gas_leak,100,1,3,0,0.3911603964150028,0,5,6.548069949139795,0,evening,53
road_accident,75,1,3,0,0.28119587825100195,0,1,2.4731592167348984,0,evening,47
medical_emergency,105,1,2,1,0.2915584047703714,0,1,4.896039891742283,0,evening,44
power_outage,20,1,0,0,0.2796190959798187,0,4,3.599974011130887,0,morning,29
power_outage,35,0,2,1,0.1433224402286457,0,6,4.833242105480961,0,morning,20
fire,101,0,2,0,0.36198413594997925,0,7,4.688708995622319,0,afternoon,48
power_outage,8,0,3,2,0.22586248010319163,1,2,2.0480519530232204,0,night,47
gas_leak,65,0,0,0,0.3690764189927245,0,7,3.216065939563801,1,afternoon,58
power_outage,48,0,3,0,0.2077473567530698,0,4,3.6643243065051734,0,afternoon,30
road_accident,26,1,3,0,0.360975289978927,1,1,3.935878544815815,0,night,73
power_outage,88,1,1,0,0.0,0,1,3.1238634586020453,0,morning,34
infrastructure_failure,105,1,0,0,0.21406161252729786,0,7,4.2603686609404985,0,afternoon,20
gas_leak,106,1,2,0,0.7100292101409691,0,2,0.564785625549403,0,evening,56
infrastructure_failure,24,1,2,0,0.11529161211357951,0,3,5.772634637832242,0,morning,21
infrastructure_failure,33,0,1,0,0.0,1,5,1.3860428017547153,0,morning,54
medical_emergency,82,0,1,1,0.2228940089762817,0,4,3.2278879105177474,0,evening,51
violence,90,1,1,0,0.3210535457013837,0,1,5.3086684128016675,0,night,32
power_outage,55,0,3,0,0.1277434014370205,0,2,3.9664803261424337,1,afternoon,19
fire,114,1,2,0,0.25238123524348655,1,6,4.536409236128254,0,night,63
violence,90,0,0,0,0.24452336314930573,0,1,1.3636283659920565,0,evening,29
gas_leak,74,1,2,0,0.2747855272711248,0,7,1.7645316505691375,0,morning,60
medical_emergency,98,0,4,0,0.15164710906041387,0,5,6.800924962913927,1,night,67
road_accident,68,1,2,0,0.2819716707760787,1,7,0.24669032753817133,0,evening,94
infrastructure_failure,40,0,2,1,0.4142633652121541,0,3,6.958742055785974,0,morning,0
flood,41,0,1,1,0.006320238358737462,0,4,0.8775941413581236,0,morning,21
fire,25,0,4,0,0.34361312624878504,0,2,0.6215708687001573,0,evening,57
road_accident,11,0,1,0,0.6513197419308173,0,4,4.917072289270239,0,night,38
power_outage,97,0,4,0,0.3438322620529498,0,5,5.037731360913268,0,afternoon,34
infrastructure_failure,39,0,2,0,0.2795144125479603,0,1,3.502441878312045,0,morning,5
gas_leak,113,1,1,0,0.22458753120597544,0,5,3.5558476115389976,1,evening,61
violence,52,0,2,0,0.1555187971398248,0,2,0.5518748412062191,0,afternoon,41
power_outage,95,0,0,0,0.37562840798046504,0,5,3.50166211640011,1,afternoon,36
medical_emergency,87,0,1,0,0.03535048904070595,0,1,7.137281201792767,0,evening,44
road_accident,25,1,0,0,0.05048811550196394,1,1,7.376680858774,1,night,60
road_accident,102,1,0,2,0.5805515392295375,1,1,1.3037250943596788,1,evening,68
medical_emergency,59,0,1,0,0.0,0,7,2.2254215677571505,0,morning,53
fire,63,1,1,0,0.2491468594699245,0,4,2.338651886545431,0,evening,61
fire,84,0,0,0,0.37011318821643646,0,6,3.8008491418627908,0,morning,38
gas_leak,72,0,3,1,0.1235303574453851,0,4,6.374387085465608,1,afternoon,53
violence,84,0,4,0,0.1465629357156669,0,3,6.085051880313845,1,morning,53
fire,22,1,2,1,0.22872948453214967,0,7,4.152640676508519,0,afternoon,46
gas_leak,114,0,4,1,0.017741706227430515,0,1,3.9918701865058885,0,afternoon,34
violence,16,0,3,0,0.43442133407367706,1,3,2.7219247145694223,0,morning,59
infrastructure_failure,47,1,3,2,0.3341649303340176,0,7,3.705751692164941,0,evening,36
infrastructure_failure,66,1,2,0,0.22101915799902766,0,3,5.053708144487554,0,night,31
power_outage,43,1,3,0,0.17214498582882462,0,2,1.1681652072557056,0,afternoon,21
gas_leak,64,1,1,0,0.11842706438667953,1,6,5.0071878184276635,1,afternoon,86
medical_emergency,42,0,3,0,0.3961828926363494,1,5,2.2433952570147895,0,night,79
violence,11,0,3,0,0.3087943692614625,0,7,0.24925270477722128,0,morning,54
