incident_type,description_length,has_media,upvotes,flags,duplicate_score,similarity_to_previous,posted_at_night,account_age_days,total_reports_by_user,past_fraud_reports,user_total_flags,verified_user,fraud_label
medical_emergency,134,0,3,0,0.10655093311773567,1.0,0,426,2,0,3,1,0
power_outage,114,0,2,0,0.23488326361488887,0.33732269503362905,0,59,32,1,9,1,0
medical_emergency,91,0,2,1,0.40658841744064467,0.6287916935222533,0,189,17,2,6,0,0
violence,71,0,2,1,0.2067589840709592,0.5790128307795778,0,882,29,1,13,0,0
fire,132,0,0,3,0.008950887603433294,0.3899358417626862,1,831,35,0,12,0,0
road_accident,46,1,1,0,0.062336014959296276,0.056941561640839966,0,207,22,1,6,1,0
power_outage,133,0,1,2,0.35550984407070096,0.24689654544587988,0,492,26,1,0,0,1
fire,27,0,5,1,0.08185341164058807,0.5034896020677033,0,81,37,1,5,0,0
power_outage,62,1,2,0,0.18109290586966564,0.31906776343129095,1,621,27,2,12,1,0
gas_leak,123,1,4,1,0.3794832608723504,0.48557469232643535,0,287,18,2,8,1,0
medical_emergency,75,0,2,1,0.2630254319783435,0.40363583623924104,1,819,12,1,8,1,0
gas_leak,134,1,2,1,0.2735573415907526,0.16534195158954904,0,715,10,1,10,1,0
gas_leak,124,1,2,0,0.15321857538518038,0.6171302208467361,0,273,30,0,10,1,0
medical_emergency,113,0,2,0,0.25012782188187344,0.3061377925676224,0,376,9,0,10,1,0
violence,30,1,3,0,0.27574877857821145,0.5624029971290533,1,588,3,0,6,0,0
gas_leak,11,1,1,1,0.18348444767385524,0.3395978855672348,0,118,16,0,7,0,0
road_accident,82,1,1,1,0.0,0.3270388089162612,1,436,4,1,10,0,0
medical_emergency,48,1,4,0,0.24452074032950205,0.32439455849575505,1,205,23,0,11,0,0
violence,44,0,3,0,0.4314407207727867,0.2125988538337915,1,734,7,1,2,1,0
fire,73,1,1,1,0.6431374120084821,0.49262680208862897,1,93,6,0,4,0,0
medical_emergency,129,1,4,0,0.14051922865994332,0.4407789069361308,0,735,1,1,3,1,0
road_accident,136,0,0,0,0.09982364667269708,0.4958607446245167,0,637,11,1,14,1,0
violence,57,0,3,1,0.32720567167257797,0.5027244184751993,1,854,21,0,13,0,0
road_accident,42,1,3,1,0.23089848719752026,0.7761627514820337,0,266,8,0,5,0,0
fire,22,1,0,2,0.12128862028526327,0.19752480928201938,0,110,32,3,8,1,1
gas_leak,91,1,0,1,0.16344991788784372,0.5240419992898222,0,229,34,1,2,1,0
power_outage,34,1,0,1,0.3004958212999465,0.6040233804117416,0,808,25,0,2,0,0
fire,58,1,0,1,0.02754920655659951,0.3935938464187543,0,182,13,0,2,0,0
violence,134,1,3,1,0.27234818637483454,0.527446072645922,0,16,23,1,11,0,0
fire,78,0,1,2,0.6189234871524172,0.27853042595163124,0,416,35,0,3,0,0
medical_emergency,89,1,2,0,0.36405898445933055,0.17545008134723755,0,68,16,1,9,1,0
road_accident,13,1,3,2,0.052248323467993796,0.7051260718177658,0,42,38,0,0,1,0
fire,78,1,1,0,0.11658518795264564,0.18892954563786263,0,4,31,1,7,1,0
power_outage,13,0,2,0,0.14413221574220492,0.7045596957265725,0,425,15,0,11,1,0
medical_emergency,21,1,0,1,0.5531827329024965,0.6000054287732055,0,150,4,1,8,1,0
gas_leak,115,0,4,1,0.22646732799161712,0.6262354805577429,1,478,30,2,5,0,0
violence,53,1,0,1,0.19352657007622767,0.45503832349657153,0,246,20,0,11,1,0
power_outage,81,0,1,1,0.2146861337465561,0.1822140983092196,0,706,5,0,9,1,0
medical_emergency,106,1,2,2,0.48015229984920654,0.5134067219967413,0,49,9,0,9,1,0
gas_leak,67,1,1,1,0.5005895209398488,0.43156744573209505,0,804,10,1,8,0,0
gas_leak,120,1,2,1,0.07260287187023262,0.10756407009133137,0,384,33,4,2,0,0
road_accident,131,1,0,0,0.5782284644738993,0.2905248120577061,1,198,13,0,8,1,0
gas_leak,46,0,1,0,0.5841965385811518,0.22955850722663118,0,529,5,3,4,0,0
power_outage,136,0,3,1,0.27705195368381935,0.8329850936897722,1,57,19,1,0,0,1
road_accident,83,1,1,0,0.5095610435776328,0.36685147170945065,0,365,12,1,4,1,0
fire,100,0,3,2,0.287716161447303,0.07709370696022433,0,428,8,1,13,0,0
fire,141,0,3,0,0.0,0.20089562035167044,0,235,14,1,6,1,0
road_accident,5,0,0,2,0.26532197031360666,0.74873836285133,0,450,10,1,11,0,0
fire,123,1,2,0,0.4226439274585862,0.49258553170159014,0,357,32,0,5,0,0
power_outage,149,0,1,0,0.11584177293272371,0.18006669309990495,0,325,32,1,10,1,0
fire,7,1,2,0,0.09580288634605685,0.314472134709114,0,814,14,0,5,0,1
road_accident,6,1,1,1,0.11274653695361231,0.6090757230181199,1,439,3,0,9,0,0
power_outage,45,1,3,1,0.27349281034073725,0.0,0,894,7,0,9,0,0
fire,75,1,1,1,0.23611252325054105,0.18973093363982033,0,396,7,0,12,0,0
gas_leak,134,0,2,1,0.10956167397404767,0.5702906171091741,1,626,5,0,5,1,0
medical_emergency,83,1,2,0,0.0,0.8605174132319701,0,827,5,1,4,1,0
gas_leak,62,0,1,2,0.19525344357619545,0.10406847383474493,1,738,15,1,14,1,0
medical_emergency,43,0,1,2,0.3874001471680978,0.4778316610405887,0,735,38,3,10,1,0
fire,39,0,3,0,0.3473635333409782,0.5690422917978082,1,581,9,0,11,0,0
violence,89,1,3,1,0.4759726497027813,0.5864674109210364,0,236,26,0,13,0,1
fire,51,0,2,1,0.1504438329554562,0.5239659597734463,0,358,25,2,7,1,0
fire,89,0,0,2,0.0,0.15966118254776482,0,777,15,1,9,1,0
gas_leak,41,1,2,0,0.4781772720138353,0.42218200075245904,0,225,9,0,10,1,0
fire,76,0,2,0,0.3189547882680674,0.1488101633453152,0,885,27,2,9,1,0
gas_leak,129,1,1,1,0.35312532714322825,0.6062368890409409,0,404,39,2,3,0,0
violence,109,1,1,0,0.4055103947085764,0.34706912419770164,0,449,24,0,2,0,0
fire,148,0,3,2,0.0,0.277119672270626,0,49,26,0,14,1,0
violence,121,0,2,0,0.21797478235520834,0.12179727017587172,0,577,5,0,5,1,0
violence,72,0,3,1,0.43610034203231035,0.7167679087608287,0,39,29,0,4,1,0
gas_leak,53,1,5,1,0.2890029614135715,0.27416248313071645,0,229,18,0,11,1,0
power_outage,85,1,3,1,0.4412200592356107,0.3316737107276106,0,574,29,1,13,1,0
power_outage,8,0,1,0,0.05736551867902029,0.7797601532104552,0,62,38,0,1,0,1
road_accident,123,0,4,3,0.14264594656560167,0.2752045568931414,0,204,29,1,8,1,0
fire,72,1,2,0,0.28770461505659906,0.10386648737950796,0,130,32,1,13,1,0
fire,131,1,1,0,0.2757131823385744,0.35250448087485114,1,26,24,0,10,1,0
violence,15,0,1,0,0.11801228317245632,0.1825491604810346,0,255,30,1,8,0,0
fire,9,1,0,1,0.2777074347578209,0.47975901951240657,0,27,19,1,9,0,1
power_outage,101,1,2,0,0.4472925833459317,0.4563303270825276,0,282,5,0,12,1,0
medical_emergency,121,0,3,1,0.564743664530536,0.25231702139795287,0,425,8,1,0,1,0
gas_leak,10,1,4,2,0.012365757550151374,0.3071902608862378,1,695,9,0,1,0,0
fire,135,1,3,0,0.023555554858818634,0.53290027553961,0,606,4,1,10,1,0
road_accident,134,1,1,1,0.32161336139847746,0.6041574187215772,0,655,31,0,10,1,0
fire,6,1,6,0,0.3919812969629142,0.41577020042805557,1,806,23,0,0,1,0
violence,104,1,3,1,0.2895383062884499,0.0,0,215,30,0,4,0,0
road_accident,98,1,3,1,0.0,0.613633940839854,0,692,21,1,14,0,0
road_accident,30,1,1,0,0.3023705255811074,0.5894599077770669,0,825,35,1,4,1,1
gas_leak,135,0,3,1,0.43359090702394615,0.4870112435014927,0,884,12,0,9,0,0
violence,141,1,0,1,0.14364027476245217,0.4220572825863238,0,325,22,0,9,0,0
medical_emergency,64,1,1,1,0.295824477875841,0.626409627510278,1,801,25,0,6,1,0
violence,23,0,2,0,0.6348776285592772,0.6795263401242666,0,701,17,2,5,0,0
violence,78,1,2,1,0.337513262481149,0.0,0,424,12,0,4,0,0
road_accident,138,1,2,0,0.506914965572059,0.2451413118353623,0,567,1,2,12,0,0
gas_leak,50,0,1,0,0.27588287517148186,0.0,0,420,24,2,5,0,1
gas_leak,41,0,3,0,0.25909654170272406,0.7224506578928382,0,599,19,0,14,0,0
fire,112,1,0,1,0.28363474640177233,0.49727954469316393,1,602,11,1,1,1,0
gas_leak,54,1,2,1,0.3483031035748392,0.15162588541617214,1,412,11,0,4,0,0
power_outage,120,1,1,0,0.0,0.27322494857804325,0,371,35,0,9,1,0
road_accident,47,1,1,2,0.0,0.5463977825413255,0,399,23,1,6,1,0
gas_leak,74,1,1,1,0.46710131825937096,0.5022938083600602,1,47,15,1,5,1,0
fire,128,1,2,1,0.24453625806454315,0.548524093739861,0,206,18,1,7,1,0
fire,104,0,1,0,0.06506736072531805,0.25668293851467144,0,738,7,1,11,0,1
power_outage,136,1,2,0,0.0,0.3560415380125475,1,250,20,0,11,0,0
power_outage,114,1,3,0,0.4220687456375857,0.3846631563682131,0,335,16,0,9,1,0
power_outage,127,0,1,2,0.2505665908431388,0.6574975921096707,1,822,6,0,7,0,0
medical_emergency,97,1,2,0,0.18057892642398732,0.4586256615228264,0,104,19,1,0,0,0
power_outage,21,1,2,0,0.22779806847170012,0.42726186075816347,0,596,25,0,13,1,0
fire,12,1,1,1,0.19044733685671197,0.3506652895316379,0,546,32,1,14,1,0
power_outage,13,1,1,0,0.2949872247273741,0.20962924380849404,0,115,13,1,8,1,0
road_accident,143,1,0,0,0.3062771784173181,0.7956135541393285,0,551,26,0,7,1,0
gas_leak,16,1,4,0,0.2602812112992115,0.42120631965590904,1,93,39,1,10,1,0
road_accident,102,0,1,1,0.21653359342922127,0.0,0,93,28,1,14,1,0
violence,105,1,3,1,0.2918475913154861,0.575374133285683,0,668,25,1,14,1,0
power_outage,41,0,3,0,0.60252537420367,0.0,0,667,8,0,9,1,0
medical_emergency,24,0,2,1,0.4375157612235572,0.13926941693955172,0,812,12,0,14,1,0
road_accident,107,0,3,0,0.037793771566301454,0.29508263691225994,0,210,16,1,13,1,0
road_accident,80,1,4,1,0.07241157462121206,0.5628343109809599,0,788,14,1,1,0,0
fire,58,0,0,0,0.24983320727857247,0.21964448897884103,0,824,7,0,12,1,0
violence,132,0,3,1,0.3771031388396787,0.6476865290063119,1,267,38,1,8,0,0
gas_leak,44,0,2,0,0.3661068139808195,0.34689669511860133,0,683,39,0,0,0,0
road_accident,53,0,0,0,0.13294317762482327,0.5025934249313213,0,225,7,1,10,1,0
violence,145,0,1,1,0.32067414081717427,0.4633963808773046,0,671,29,0,12,0,0
medical_emergency,107,0,6,0,0.178031870676488,0.4839625837512335,0,715,24,0,9,1,0
power_outage,111,1,1,1,0.09352834234204413,0.3472832157412569,1,127,1,1,1,0,0
power_outage,88,1,1,0,0.3631783442363281,0.260657225895851,0,657,22,1,1,1,0
violence,122,1,2,0,0.33280978146035994,0.4066263380288221,0,340,29,0,7,1,0
gas_leak,128,1,2,0,0.11696332917787519,0.0285111519273879,0,846,24,1,2,0,0
gas_leak,16,1,4,1,0.06534374092549428,0.3655828374047807,1,363,6,2,11,1,0
power_outage,41,1,0,1,0.15749788720320823,0.05026215050153099,0,858,8,1,5,1,0
violence,50,1,4,0,0.3054098270524993,0.8670565103764559,0,314,24,1,14,1,0
gas_leak,19,0,2,1,0.3974871882650931,0.4559723706109965,0,71,15,2,3,1,0
fire,75,1,0,0,0.0,0.8556475576423703,0,898,21,1,6,1,0
violence,86,0,3,2,0.5991301435493401,0.6718481621645771,0,717,24,2,1,1,1
fire,47,1,2,1,0.35893035694968844,0.20211833042061897,0,716,30,0,9,0,0
medical_emergency,110,1,3,1,0.6124658051196443,0.49056257079242993,0,168,4,1,5,1,1
gas_leak,52,1,1,1,0.5933136105567796,0.0,1,730,22,0,12,1,0
violence,86,1,1,1,0.09469761356674455,0.4898159223571589,1,765,24,2,0,0,0
power_outage,142,0,1,3,0.0,0.17567271232524312,0,320,23,0,6,0,0
medical_emergency,13,1,1,0,0.4141297201324067,0.18278099138924672,0,349,14,1,4,0,0
violence,55,1,3,0,0.3616267804747835,0.0,1,188,20,2,8,0,0
power_outage,14,1,1,1,0.136872572864064,0.27684234491744864,0,369,34,0,10,0,0
road_accident,14,0,1,0,0.2781976401886732,0.24523052351408858,1,560,9,1,0,1,0
road_accident,38,0,3,0,0.08642145925456482,0.7711312086508629,1,432,13,0,11,0,0
gas_leak,127,0,2,1,0.26785331619599095,0.7707647341006829,0,878,31,0,3,1,0
road_accident,23,0,0,0,0.0,0.5507886856535055,1,104,11,1,9,1,0
medical_emergency,27,0,1,0,0.16121447502568859,0.0,0,799,21,0,1,0,0
gas_leak,126,1,2,1,0.1473434677984361,0.05522294640928793,0,464,35,1,12,1,0
gas_leak,58,1,0,1,0.0,1.0,0,253,19,2,7,0,1
road_accident,149,0,2,0,0.28752607596375035,0.4999126167283065,0,110,11,1,3,0,0
violence,52,1,1,1,0.2317195233389407,0.22943194744962087,0,76,9,1,9,1,0
fire,92,0,2,1,0.42230208539476344,0.20427831965599128,0,737,14,1,3,1,0
gas_leak,145,0,4,1,0.30408029075729975,0.5560575064215172,0,59,33,2,11,0,1
gas_leak,98,1,2,1,0.22686166721464776,0.18708121946089606,1,246,11,0,13,0,1
medical_emergency,24,0,1,1,0.15896931947253917,0.6441742482919226,1,628,15,0,2,1,0
road_accident,86,0,2,0,0.3408247266059302,0.5066345908342356,0,57,29,0,14,1,0
fire,77,0,1,1,0.18102132934744916,0.48543441190404746,1,819,17,1,0,1,0
power_outage,48,0,1,1,0.36651988339242614,0.0,0,365,11,2,1,0,0
road_accident,16,0,1,2,0.29138228944442146,0.22123599425246795,1,352,14,0,8,1,0
fire,27,1,3,0,0.19055983720188427,0.3432087832183485,0,172,16,1,7,1,0
medical_emergency,31,0,1,0,0.2185595907800312,0.356322674833669,0,192,32,0,12,1,1
fire,19,1,4,0,0.4139554865684566,0.22893175945079453,0,431,38,0,5,1,0
medical_emergency,58,1,0,0,0.3375103476339701,0.268675268919109,0,295,28,1,6,1,1
power_outage,60,1,1,1,0.2986105517733362,0.25431726751788886,1,168,22,2,9,1,1
road_accident,66,1,5,2,0.4050172700918858,0.5354719375952035,1,803,33,1,14,1,0
gas_leak,113,1,2,0,0.30875137998764385,0.66012901990374,0,659,15,1,8,1,0
violence,129,0,1,2,0.0,0.276124427616729,0,856,13,1,2,1,0
medical_emergency,124,1,1,3,0.17726211720329488,0.15075266706327822,0,708,10,1,2,1,0
medical_emergency,103,1,4,0,0.0,0.2873121420554172,1,339,26,2,5,1,1
fire,35,1,3,2,0.20114163959877018,0.3982019595992473,1,325,17,2,10,1,0
violence,113,0,2,1,0.38723973906969,0.0,0,861,39,0,8,0,0
gas_leak,18,0,3,1,0.40421273586468254,0.4495120541273156,1,282,1,1,12,1,0
fire,78,1,5,1,0.0,0.1244342780789379,0,799,22,0,10,1,0
power_outage,40,1,1,0,0.10444092928797277,0.8224086063893854,0,397,1,3,0,1,1
road_accident,105,1,2,2,0.33823267314833344,0.5387247916374707,0,601,1,1,9,0,0
power_outage,6,0,2,1,0.22790287838718012,0.2960129384664558,0,555,4,0,4,0,0
violence,28,0,0,1,0.36275824104170995,0.33002288683436254,0,726,12,1,8,1,0
gas_leak,78,0,1,1,0.00984609663586028,0.40745578872608135,0,739,21,0,6,0,0
fire,116,1,2,0,0.3026652786576933,0.11932132839808313,0,117,27,0,0,1,0
road_accident,126,1,2,0,0.044865318560377926,0.7511829985347166,0,322,17,1,4,1,0
fire,6,1,1,0,0.1200891799425984,0.22289322127914213,0,670,13,1,8,0,0
power_outage,91,0,3,0,0.1777434014370205,0.4030091279707311,0,688,14,0,10,0,1
fire,53,1,1,1,0.7282606877756117,0.38454651194215367,0,59,36,1,7,1,0
power_outage,5,0,2,0,0.293764237924928,0.23244916530367216,0,232,15,1,9,0,0
road_accident,112,1,2,1,0.1479930805500905,0.2000446515207346,0,492,1,2,4,0,1
power_outage,126,0,6,2,0.2717087213153506,0.32658555964178726,1,122,35,1,10,0,0
road_accident,65,1,3,2,0.4426177272689093,0.3916953611006243,0,396,38,1,0,0,0
road_accident,116,1,2,2,0.0,0.1812803758924706,0,433,28,0,12,1,0
power_outage,124,0,1,0,0.393613126248785,0.0,0,608,7,1,0,1,0
medical_emergency,125,1,3,1,0.2956672095085264,0.12568626812547087,1,62,31,0,11,0,0
medical_emergency,141,0,5,1,0.1162854186878543,0.0,0,601,22,1,4,0,0
road_accident,29,1,0,1,0.3765517264133983,0.21807870139576013,1,387,23,2,9,1,0
power_outage,125,1,4,0,0.25045041405708207,0.8022666871611024,0,268,11,2,8,0,1
violence,18,0,1,0,0.2462370266002159,0.5400362120374368,0,59,33,1,4,0,0
violence,49,1,2,0,0.3397488673277014,0.5384339092946121,0,786,18,2,5,1,0
power_outage,86,0,6,1,0.3653012955532343,0.26577455931851013,0,160,38,1,3,0,0
fire,93,1,1,1,0.48786257965768065,0.07134364925509301,0,440,9,0,1,1,1
medical_emergency,50,0,1,0,0.15047873193513173,0.38841850514104703,0,566,10,1,8,1,0
road_accident,122,1,2,0,0.39764183169507716,0.5543265509345815,0,260,13,1,8,0,0
power_outage,73,1,1,1,0.38512470312321756,0.44753848500336324,1,207,13,1,12,1,0
violence,14,0,1,0,0.25887906984307185,0.5306117463052449,0,163,15,1,12,1,0
violence,44,0,0,2,0.3537612421220361,0.0,1,143,33,1,2,0,0
power_outage,9,0,2,0,0.5287550731043266,0.4300541444872072,0,723,31,2,4,1,1
medical_emergency,116,1,1,0,0.1598782477308074,0.3892879676977371,1,124,19,0,5,1,0
fire,111,0,2,0,0.2816942720076484,0.608193938139606,0,602,19,1,13,1,0
fire,36,1,1,0,0.4870340187315817,0.29339581716368457,0,255,28,1,9,0,0
gas_leak,86,1,1,0,0.42104629489633766,0.6678810369134847,0,529,32,1,2,1,0
power_outage,26,1,1,0,0.44618289263634947,0.20720400647895335,1,675,13,2,5,1,1
gas_leak,50,0,0,1,0.0,0.41440021434953234,1,260,3,2,8,1,1
violence,148,0,2,0,0.4697153257645893,0.3557207193364757,0,377,39,0,11,1,0
fire,128,0,1,1,0.25994691264708575,0.5027718380350255,0,583,35,2,2,1,0
violence,118,0,0,1,0.05016996542991811,0.503583971156863,0,86,17,1,8,1,0
medical_emergency,115,0,2,2,0.30773677446090514,0.14004053230490246,0,271,19,1,1,1,0
fire,111,1,1,1,0.0,0.020892748615964685,0,364,10,0,3,1,0
fire,139,0,4,1,0.6387530669189799,0.0,0,92,35,0,5,0,0
power_outage,116,0,2,1,0.42286788677286813,0.3397132088172194,0,870,9,0,4,0,0
power_outage,131,1,1,1,0.2168741681441795,0.0,0,235,38,1,14,1,0
power_outage,30,1,0,1,0.48985926417972303,0.5822330033830537,1,416,20,0,0,1,0
road_accident,146,0,2,1,0.1940668408102386,0.1477842563839463,0,445,6,2,7,1,0
road_accident,149,1,1,1,0.2215892482287532,0.42707301590970526,1,676,19,0,14,0,0
medical_emergency,99,0,1,2,0.11059690409362419,0.2534238753805234,0,836,29,0,6,1,0
medical_emergency,41,0,1,2,0.03234423197687092,0.36418542082420485,1,889,9,1,9,1,0
fire,95,1,2,2,0.4315801619536025,0.03061812901708999,0,95,30,0,11,0,0
fire,84,1,3,0,0.13322737515749386,0.3146555076414723,0,276,2,1,10,1,0
violence,132,0,2,2,0.4720130937434805,0.3480777510696576,0,148,10,0,3,0,1
power_outage,75,0,2,0,0.22937930305494647,0.3710235970625491,0,82,24,2,9,1,0
medical_emergency,118,0,0,1,0.138053947964973,0.5579720484139684,0,705,8,1,5,1,0
violence,67,0,1,0,0.75039345236024,0.0905021612526925,1,791,4,0,13,1,1
medical_emergency,11,1,2,1,0.4117047223024574,0.6311941799964531,0,87,22,1,11,1,0
fire,21,0,4,2,0.11621879089892481,0.1570494928013436,0,77,16,0,12,0,0
violence,78,1,4,0,0.3291014842824383,0.6669901217757722,0,115,36,1,4,0,0
medical_emergency,114,1,2,0,0.0,0.4151179372677202,0,373,21,0,8,1,0
fire,125,0,2,2,0.5168139075075241,0.09188025802628191,0,133,4,1,12,1,0
medical_emergency,65,0,2,0,0.20804255421331314,0.4870315821818225,0,89,4,0,7,0,0
gas_leak,114,0,1,1,0.0,0.2603861232907973,0,615,31,1,2,0,0
medical_emergency,108,1,3,0,0.12925403761114979,0.059721902466694565,0,268,33,1,0,0,0
violence,74,1,1,0,0.4553546176062905,0.05511473535481798,1,416,24,1,5,1,0
medical_emergency,94,1,0,0,0.09705023413401467,0.22925401848178978,0,724,7,1,4,0,0
medical_emergency,116,0,4,0,0.06968546211225107,0.2306211644391123,0,537,15,1,5,1,0
power_outage,97,1,1,2,0.47447322391850083,0.5670163106028666,0,318,15,1,4,0,0
violence,22,1,2,0,0.18151196508809944,0.14580066001207648,1,373,31,1,11,1,1
violence,105,0,2,0,0.3562008569988048,0.9850977744203584,0,688,10,1,14,1,1
road_accident,139,0,3,0,0.2535279309839731,0.14939249003379076,0,458,20,1,11,1,0
medical_emergency,103,0,2,1,0.0,0.37129675202780815,0,5,12,1,5,1,0
fire,91,1,1,1,0.0,0.1455270394653736,0,311,25,1,11,1,0
road_accident,114,0,2,1,0.20005898769080888,0.03605013970534898,0,757,4,2,10,1,0
violence,121,0,0,1,0.3436684747121462,0.3320748012064601,0,116,9,1,0,1,0
power_outage,63,1,1,0,0.43855245467577314,0.0,0,482,28,1,11,0,0
power_outage,56,0,3,0,0.02591985049132972,0.3502122631161563,1,243,18,0,7,0,0
violence,26,0,2,1,0.4152456643623975,0.5217667674090298,1,763,36,1,10,1,0
gas_leak,123,0,2,0,0.26098514504013776,0.0,0,550,1,0,11,1,0
violence,12,0,1,1,0.10159264498236795,0.16326807665695123,0,623,6,0,3,1,1
road_accident,15,1,1,1,0.14799728409045543,0.08729464355381994,0,767,27,1,14,1,0
road_accident,48,0,2,1,0.11510512234774481,0.43444152476365033,0,383,13,2,7,0,0
power_outage,44,1,3,1,0.12040188402005095,0.11898429816473363,0,12,20,0,7,0,0
medical_emergency,51,1,1,1,0.2379719574087255,0.34339936966707374,0,869,7,1,8,1,0
road_accident,130,1,3,0,0.0,0.17621266048078188,0,464,10,1,10,0,0
gas_leak,129,0,3,0,0.15994979961910077,0.0,0,99,20,0,12,1,0
gas_leak,30,1,3,2,0.21054809344102582,0.1481819562788045,0,555,37,1,14,1,0
medical_emergency,80,0,1,2,0.0,0.5954311685524089,1,52,15,0,11,1,0
fire,130,1,2,0,0.07019313796576324,0.132342742226514,0,617,9,1,7,0,0
violence,137,1,1,0,0.06976336224436597,0.11945277364209311,0,707,21,0,4,1,0
medical_emergency,86,0,2,1,0.3123011191835901,0.4730035701417246,0,837,15,1,2,1,0
power_outage,49,1,2,1,0.5471031333819125,0.19269696261763938,0,791,30,0,11,1,0
road_accident,78,0,3,0,0.2519145283027626,0.01599927689126801,0,883,18,0,1,0,0
fire,115,1,6,2,0.01771251409960939,0.0,0,224,37,1,8,1,0
road_accident,64,1,4,1,0.4221402876708663,0.33733533585444747,0,474,16,2,1,1,1
violence,12,0,0,0,0.2333410266238825,0.35749739886938015,0,467,28,0,14,1,1
medical_emergency,23,0,1,0,0.16270820317631268,0.4653795115945283,0,401,28,0,5,1,0
violence,44,0,0,0,0.04818952233122059,0.0,0,233,10,1,5,1,0
fire,83,0,2,1,0.3433014855663108,0.5277472543817157,0,545,28,2,8,0,0
violence,34,0,2,0,0.1001191924565901,0.21125015297144742,1,200,10,0,3,1,0
road_accident,47,1,3,0,0.43195115230365644,1.0,0,308,36,0,2,0,0
gas_leak,82,0,1,0,0.15351674654248393,0.7398514205547797,0,559,30,1,11,1,0
power_outage,5,1,2,2,0.15026779646279625,0.34714152084190564,0,704,6,0,9,1,0
medical_emergency,56,1,1,1,0.2351436299222454,0.33317553041411,0,186,5,2,5,0,0
medical_emergency,115,1,1,1,0.08510385271802276,0.24556804852295677,0,374,8,2,5,1,1
power_outage,84,1,0,1,0.15924231257526644,0.28730024031876367,0,879,36,0,2,1,0
gas_leak,42,1,2,0,0.07034296700157366,0.0,0,27,38,1,14,0,0
gas_leak,53,1,2,0,0.2147735671534614,0.2918608880555424,0,682,18,3,4,1,0
road_accident,13,0,3,0,0.0,0.2812860806968691,0,794,11,1,14,1,0
medical_emergency,81,1,0,2,0.03933470543459444,0.40085804369047434,0,239,31,0,13,1,1
gas_leak,83,0,3,0,0.3884256979796096,0.218152734590095,0,607,32,0,3,1,0
power_outage,59,1,1,0,0.34132293895846655,0.0,1,78,30,1,11,1,0
gas_leak,138,1,0,1,0.482282933447743,0.36379981063252226,0,241,13,1,8,1,0
gas_leak,91,0,2,1,0.1527880744622963,0.42808239551459526,1,294,8,2,7,1,0
road_accident,26,0,1,2,0.2558163468355756,0.4191761059631212,0,464,29,0,1,1,0
medical_emergency,90,0,3,1,0.25539896296477166,0.2855426558409919,0,125,21,1,5,1,0
road_accident,58,1,2,1,0.0030257462914694833,0.644985532509616,0,875,9,1,9,1,0
gas_leak,100,0,2,0,0.0,0.2961484680072517,1,844,21,1,7,1,0
violence,65,0,3,0,0.3069481052612157,0.2342022641733147,0,888,14,1,2,1,0
fire,10,0,0,1,0.3639805558207168,0.2530925418341884,0,87,4,0,9,0,0
gas_leak,11,1,0,0,0.3163093884402418,0.0,1,317,20,1,1,1,0
medical_emergency,69,1,2,1,0.23489766461170655,0.25407893623093,0,862,28,2,1,0,1
gas_leak,123,1,3,1,0.40731502002605574,0.572951888563796,0,360,39,1,5,1,0
